age,country_region,device_type,education_background,course_level,course_category,week_of_year,sessions,time_spent_hours,videos_watched,quiz_attempts,assignments_submitted,forum_posts,avg_quiz_score,attendance_rate,completion_status,final_score
34.0,1,1,0,2,2,3.0,20.0,14.9,13.0,2.0,3.0,3.0,65.9,0.753,0.0,68.1
25.0,0,1,1,2,0,24.0,19.0,28.9,43.0,12.0,5.0,3.5,30.250000000000007,0.928,0.0,68.9
29.0,3,0,2,1,4,19.0,17.0,23.6,39.0,7.0,7.0,3.0,57.3,0.767,0.0,72.1
33.0,0,0,2,2,2,49.0,18.0,13.6,17.0,7.0,4.0,0.0,37.5,0.782,0.0,44.2
22.0,3,1,2,1,2,48.0,11.0,9.7,15.0,6.0,7.0,0.0,55.6,0.727,0.0,57.6
23.0,3,1,2,1,2,17.0,9.0,19.1,11.0,6.0,3.0,0.0,70.9,0.832,1.0,100.0
16.0,2,1,1,1,0,21.0,11.0,9.3,17.0,9.0,4.0,3.0,76.2,0.799,1.0,91.4
16.0,1,1,0,2,3,31.0,22.0,33.7,10.0,5.0,3.0,2.0,49.9,0.667,0.0,58.8
32.0,0,0,1,1,2,5.0,4.0,10.1,0.0,4.0,2.0,0.0,79.5,0.966,1.0,88.4
16.0,3,1,1,1,1,14.0,13.0,16.6,26.0,6.0,3.0,1.0,75.0,0.91,1.0,65.4
34.0,4,1,2,1,1,12.0,39.0,11.4,34.0,7.0,1.0,3.5,65.1,0.95,0.0,67.5
29.0,3,1,3,2,2,51.0,12.0,12.3,28.0,8.0,4.0,1.0,63.0,0.867,0.0,71.6
16.0,4,1,2,1,0,27.0,24.0,29.2,19.0,5.0,1.0,2.0,55.9,0.714,0.0,68.6
23.0,1,0,3,1,0,36.0,16.0,5.6,26.0,7.0,4.0,2.0,73.2,0.886,0.0,66.3
25.0,0,1,0,2,1,38.0,23.0,5.6,48.0,8.0,2.0,3.5,46.7,0.906,0.0,71.6
21.0,2,0,3,1,3,39.0,17.0,16.6,28.0,8.0,2.0,1.0,77.0,1.0,1.0,95.2
30.0,3,1,1,1,1,14.0,17.0,25.4,13.0,4.0,6.0,1.0,74.4,1.0,0.0,74.8
32.0,3,1,2,2,3,1.0,14.0,23.0,29.0,8.0,8.0,2.0,58.7,0.756,0.0,66.4
21.0,1,1,2,1,0,40.0,12.0,19.4,17.0,9.0,7.0,3.0,69.0,0.946,1.0,91.1
24.0,1,1,1,2,1,4.0,7.0,8.9,5.0,7.0,3.0,2.0,77.0,0.701,0.0,76.9
20.0,0,0,2,2,1,27.0,15.0,3.3,9.0,7.0,2.0,1.0,64.2,0.799,0.0,51.4
17.0,1,1,2,1,4,8.0,21.0,11.4,26.0,5.0,2.0,0.0,81.0,1.0,1.0,96.0
29.0,1,0,0,2,0,35.0,19.0,20.4,0.0,4.0,2.0,1.0,57.3,0.837,0.0,60.8
28.0,1,1,0,1,1,14.0,12.0,23.0,20.0,7.0,5.0,3.5,81.2,0.827,1.0,100.0
21.0,3,1,2,0,0,31.0,8.0,14.6,14.0,5.0,7.0,2.0,64.9,0.663,0.0,39.0
16.0,3,0,2,2,2,32.0,42.0,12.5,51.0,6.0,2.0,1.0,60.9,0.889,1.0,78.8
32.0,2,1,2,0,1,9.0,9.0,13.5,16.0,4.0,6.0,0.0,66.9,0.885,1.0,90.4
23.0,0,1,1,2,4,26.0,16.0,21.9,17.0,5.0,4.0,0.0,66.1,0.902,0.0,76.3
19.0,2,1,2,2,3,31.0,12.0,18.8,14.0,11.0,3.0,2.0,73.4,0.805,0.0,66.5
24.0,2,1,2,2,1,12.0,16.0,10.8,16.0,7.0,3.0,2.0,66.3,0.723,0.0,59.2
27.0,4,1,3,2,3,52.0,20.0,5.0,14.0,6.0,1.0,0.0,55.1,1.0,0.0,61.1
31.0,2,1,1,0,3,3.0,41.0,7.1,42.0,7.0,4.0,1.0,81.3,0.931,1.0,83.6
30.0,2,0,2,1,3,16.0,14.0,11.0,30.0,6.0,2.0,2.0,78.1,0.83,0.0,69.4
28.0,2,1,1,2,0,13.0,6.0,15.5,6.0,2.0,9.5,0.0,54.9,0.68,0.0,74.0
26.0,0,1,2,2,4,35.0,20.0,12.3,43.0,4.0,1.0,3.0,84.6,0.893,0.0,66.1
22.0,1,0,2,2,1,13.0,25.0,15.5,31.0,8.0,5.0,0.0,78.5,1.0,1.0,89.1
21.0,2,1,0,2,0,50.0,9.0,10.8,0.0,9.0,2.0,3.0,73.9,0.628,0.0,67.6
33.0,3,0,2,1,1,40.0,39.0,7.6,60.0,8.0,3.0,1.0,89.7,0.974,1.0,84.3
16.0,1,0,2,1,1,9.0,22.0,21.6,45.0,5.0,4.0,2.0,76.2,0.96,1.0,87.5
32.0,1,1,1,0,1,6.0,13.0,9.4,14.0,5.0,2.0,0.0,54.9,0.921,0.0,64.3
16.0,3,0,2,2,3,45.0,8.0,14.5,10.0,8.0,3.0,1.0,70.7,0.778,0.0,68.0
31.0,0,1,2,0,3,14.0,11.0,5.6,16.0,9.0,1.0,1.0,56.3,0.871,0.0,64.8
16.0,1,1,2,2,1,48.0,23.0,5.7,44.0,4.0,1.0,0.0,83.2,0.961,0.0,84.2
18.0,1,1,2,1,1,24.0,18.0,15.0,0.0,12.0,3.0,0.0,60.5,0.734,0.0,65.6
29.0,2,1,2,1,0,4.0,24.0,19.8,36.0,5.0,5.0,0.0,72.2,0.776,1.0,84.4
27.0,3,1,3,1,3,46.0,39.0,17.6,68.0,8.0,4.0,2.0,56.3,0.97,1.0,91.0
22.0,4,1,3,1,2,22.0,7.0,24.4,8.0,12.0,5.0,3.0,56.6,0.876,0.0,68.4
16.0,2,1,3,2,4,11.0,38.0,18.6,66.0,9.0,5.0,1.0,53.3,0.76,0.0,71.0
24.0,1,0,1,0,4,44.0,17.0,18.3,17.0,12.0,2.0,1.0,82.2,0.666,1.0,64.0
31.0,0,1,2,2,0,26.0,15.0,20.4,12.0,3.0,4.0,1.0,63.3,1.0,0.0,81.6
23.0,0,2,1,2,1,38.0,26.0,12.2,28.0,9.0,1.0,1.0,62.1,0.757,0.0,72.5
18.0,2,0,2,2,1,33.0,16.0,3.0,20.0,8.0,6.0,3.5,62.5,0.686,0.0,49.9
28.0,3,1,2,1,2,28.0,34.0,9.3,56.0,8.0,6.0,3.0,82.6,0.971,0.0,84.9
17.0,2,1,2,2,2,31.0,25.0,11.1,22.0,9.0,6.0,1.0,78.3,0.887,0.0,76.5
27.0,2,1,3,1,4,23.0,25.0,4.0,45.0,7.0,1.0,0.0,69.9,0.687,0.0,55.6
28.0,0,1,1,1,0,37.0,14.0,43.0625,18.0,5.0,7.0,2.0,84.0,1.0,1.0,96.4
28.0,3,1,1,1,1,31.0,12.0,37.3,25.0,5.0,4.0,0.0,69.3,0.972,1.0,89.4
16.0,2,0,2,1,4,4.0,16.0,6.5,16.0,4.0,3.0,2.0,61.5,0.926,1.0,83.6
28.0,1,1,1,0,1,25.0,14.0,43.0625,18.0,5.0,5.0,0.0,84.7,0.741,1.0,87.6
26.0,3,0,3,1,2,12.0,19.0,12.9,30.0,10.0,1.0,0.0,50.2,0.757,0.0,60.5
26.0,2,1,1,2,4,17.0,14.0,6.9,8.0,6.0,7.0,0.0,59.0,0.78,0.0,55.5
38.0,1,2,0,1,1,29.0,32.0,10.3,38.0,9.0,3.0,1.0,52.5,1.0,0.0,73.8
20.0,1,2,2,1,0,44.0,27.0,20.8,19.0,10.0,3.0,1.0,58.2,1.0,1.0,92.1
36.0,2,1,2,2,3,25.0,29.0,25.8,22.0,7.0,2.0,2.0,56.4,0.918,1.0,79.4
26.0,1,1,2,1,4,49.0,22.0,10.6,38.0,4.0,3.0,2.0,61.8,0.759,0.0,65.4
17.0,1,2,2,2,2,34.0,45.0,13.6,61.0,5.0,6.0,0.0,71.7,1.0,1.0,90.8
25.0,3,1,2,1,2,9.0,18.0,11.9,20.0,5.0,5.0,3.0,62.4,0.649,0.0,68.3
30.0,1,0,2,1,0,51.0,10.0,17.9,18.0,1.0,4.0,0.0,77.0,0.905,1.0,72.5
27.0,2,0,1,1,2,7.0,12.0,8.6,21.0,10.0,3.0,2.0,77.2,0.795,0.0,73.5
18.0,2,1,2,0,1,51.0,28.0,17.0,43.0,11.0,5.0,1.0,96.6,0.96,1.0,94.2
28.0,2,0,0,2,1,38.0,6.0,33.3,8.0,8.0,4.0,0.0,77.0,0.728,1.0,83.8
23.0,3,1,0,2,0,31.0,25.0,15.4,29.0,6.0,4.0,2.0,63.0,0.858,0.0,66.0
16.0,3,2,3,1,3,50.0,18.0,30.2,9.0,11.0,3.0,3.5,94.6,0.861,0.0,94.5
27.0,3,1,2,2,3,12.0,41.0,42.4,52.0,9.0,6.0,2.0,65.2,1.0,1.0,93.7
22.0,2,0,3,2,4,46.0,10.0,20.8,19.0,10.0,3.0,3.0,65.6,0.929,0.0,62.1
27.0,1,1,2,1,2,48.0,16.0,7.1,21.0,5.0,2.0,1.0,65.0,0.837,0.0,55.9
16.0,2,1,0,2,3,27.0,12.0,13.1,16.0,5.0,3.0,3.0,78.0,0.851,0.0,73.6
24.0,2,0,1,1,1,45.0,41.0,19.9,63.0,11.0,8.0,3.0,59.9,0.937,0.0,78.5
16.0,4,1,0,2,3,44.0,19.0,13.0,35.0,4.0,1.0,1.0,61.5,0.957,0.0,55.0
29.0,3,0,2,0,0,30.0,25.0,11.0,39.0,4.0,3.0,1.0,76.0,0.901,1.0,88.0
18.0,2,1,2,1,4,28.0,34.0,6.2,44.0,4.0,0.0,2.0,40.6,0.802,0.0,68.6
25.0,1,1,0,2,3,8.0,18.0,2.4,23.0,10.0,1.0,0.0,94.9,0.801,0.0,67.1
16.0,4,0,1,2,1,31.0,10.0,13.2,11.0,4.0,3.0,1.0,63.1,0.758,0.0,55.6
33.0,3,0,2,2,2,21.0,9.0,28.3,14.0,9.0,2.0,2.0,84.1,0.779,0.0,80.7
27.0,3,1,2,2,4,3.0,11.0,9.8,15.0,7.0,3.0,3.0,75.4,0.779,0.0,56.1
33.0,2,2,2,1,1,30.0,31.0,30.6,51.0,10.0,8.0,3.0,60.7,0.693,0.0,77.9
24.0,1,1,1,2,1,9.0,44.0,28.0,42.0,9.0,5.0,2.0,39.5,1.0,1.0,80.0
25.0,4,1,1,1,4,33.0,22.0,23.3,20.0,7.0,3.0,0.0,70.3,0.837,0.0,83.2
35.0,4,1,2,1,1,1.0,10.0,1.5,23.0,10.0,4.0,2.0,51.0,0.802,0.0,61.6
33.0,3,1,3,1,2,11.0,32.0,16.1,63.0,9.0,4.0,2.0,67.6,1.0,1.0,91.7
18.0,2,1,1,2,0,27.0,9.0,23.0,16.0,8.0,2.0,1.0,61.7,0.5135000000000001,0.0,53.5
24.0,2,0,1,0,3,10.0,12.0,19.1,21.0,7.0,6.0,1.0,83.0,0.96,1.0,93.3
23.0,0,0,0,2,0,50.0,14.0,10.0,24.0,4.0,1.0,0.0,76.3,0.782,1.0,74.8
29.0,3,0,3,2,2,49.0,19.0,10.8,13.0,5.0,1.0,1.0,63.8,0.946,1.0,79.2
19.0,3,0,3,0,1,27.0,13.0,9.5,3.0,5.0,1.0,1.0,54.2,0.95,0.0,59.8
22.0,1,1,2,2,4,52.0,18.0,27.8,11.0,7.0,7.0,1.0,66.2,0.61,0.0,82.0
24.0,3,1,2,1,4,49.0,21.0,12.8,28.0,8.0,1.0,1.0,74.5,0.729,1.0,75.8
23.0,2,0,2,2,3,34.0,18.0,5.1,25.0,3.0,4.0,3.0,57.6,1.0,0.0,56.2
28.0,4,2,1,1,3,19.0,14.0,6.0,19.0,4.0,6.0,1.0,78.9,0.717,0.0,64.7
26.0,4,0,3,1,2,38.0,9.0,15.6,4.0,7.0,6.0,0.0,62.4,0.767,0.0,51.0
26.0,1,1,2,1,4,39.0,14.0,16.7,6.0,9.0,5.0,1.0,68.0,1.0,0.0,71.5
23.0,2,1,2,2,0,13.0,20.0,18.7,23.0,7.0,4.0,3.0,68.8,1.0,0.0,78.4
16.0,1,0,2,0,2,21.0,46.0,24.4,56.0,8.0,4.0,0.0,37.0,0.995,1.0,78.6
16.0,1,0,0,0,0,46.0,13.0,8.0,18.0,5.0,1.0,0.0,52.6,0.937,0.0,59.6
20.0,2,0,1,2,4,23.0,24.0,3.0,51.0,8.0,0.0,2.0,59.8,0.744,0.0,68.0
25.0,3,1,1,2,0,51.0,33.0,6.7,38.0,10.0,6.0,3.5,84.2,0.806,0.0,83.7
36.0,1,1,0,2,0,24.0,6.0,14.9,4.0,7.0,5.0,0.0,89.1,0.91,0.0,76.0
34.0,2,1,1,2,3,13.0,10.0,8.2,20.0,6.0,2.0,3.5,59.5,1.0,1.0,73.3
37.0,2,0,0,2,1,31.0,13.0,11.5,19.0,4.0,4.0,2.0,97.4,0.964,0.0,93.7
31.0,0,0,2,0,1,25.0,20.0,17.7,1.0,7.0,6.0,0.0,51.9,0.641,0.0,63.1
21.0,2,2,1,1,0,28.0,38.0,20.8,68.0,7.0,5.0,2.0,57.9,0.722,1.0,72.3
21.0,1,1,2,2,0,35.0,13.0,19.1,8.0,8.0,1.0,3.0,64.0,0.737,0.0,57.2
23.0,2,0,1,2,4,44.0,7.0,18.2,8.0,6.0,0.0,3.5,44.4,0.641,0.0,52.5
32.0,0,0,1,2,4,1.0,38.0,17.2,68.0,10.0,4.0,2.0,88.6,0.917,0.0,83.0
16.0,2,1,2,2,2,34.0,1.0,38.8,0.0,6.0,3.0,2.0,88.4,0.701,0.0,80.9
37.0,3,1,1,2,0,6.0,41.0,38.8,57.0,6.0,7.0,0.0,51.9,0.921,0.0,66.8
22.0,2,1,2,2,2,40.0,36.0,9.6,36.0,10.0,3.0,0.0,56.8,0.899,1.0,82.7
35.0,1,1,0,1,0,36.0,13.0,18.1,19.0,4.0,2.0,1.0,74.6,0.905,1.0,86.9
22.0,1,2,2,1,0,25.0,34.0,14.9,39.0,10.0,1.0,0.0,84.8,0.878,1.0,86.8
25.0,0,1,3,2,4,7.0,19.0,38.8,25.0,8.0,4.0,3.5,67.4,0.708,1.0,72.4
17.0,2,2,1,0,3,5.0,10.0,12.0,14.0,9.0,1.0,1.0,65.0,1.0,0.0,70.8
25.0,0,0,2,2,0,20.0,20.0,43.0625,39.0,10.0,4.0,2.0,81.6,0.791,1.0,100.0
23.0,2,1,3,0,4,27.0,28.0,22.1,33.0,7.0,5.0,0.0,42.3,0.96,0.0,65.2
26.0,3,1,3,2,0,31.0,10.0,5.1,0.0,6.0,2.0,2.0,39.4,0.724,0.0,59.9
23.0,1,0,3,0,1,24.0,21.0,19.2,36.0,5.0,7.0,0.0,66.8,0.833,0.0,74.7
33.0,1,0,3,2,1,44.0,29.0,15.1,30.0,5.0,4.0,0.0,56.9,0.846,0.0,71.4
18.0,2,0,3,2,4,20.0,14.0,28.0,12.0,7.0,2.0,0.0,46.3,0.784,0.0,57.1
19.0,1,1,1,2,3,5.0,16.0,13.6,9.0,8.0,1.0,2.0,57.7,0.64,0.0,37.9
34.0,2,0,3,1,4,41.0,9.0,24.9,11.0,7.0,2.0,0.0,82.6,0.659,0.0,68.9
28.0,2,1,3,0,0,17.0,12.0,10.8,6.0,9.0,5.0,1.0,69.1,0.98,0.0,57.9
30.0,0,1,1,2,4,9.0,17.0,32.0,16.0,5.0,4.0,1.0,72.1,0.827,1.0,83.6
29.0,2,0,2,2,0,8.0,9.0,29.3,22.0,5.0,3.0,2.0,73.3,0.665,1.0,73.1
24.0,2,0,3,0,0,23.0,38.0,22.8,44.0,9.0,5.0,1.0,65.6,1.0,1.0,88.2
24.0,2,1,1,2,4,45.0,17.0,10.7,31.0,4.0,3.0,0.0,53.9,0.693,0.0,43.2
19.0,4,2,2,2,1,37.0,17.0,11.0,20.0,4.0,1.0,1.0,66.4,0.883,0.0,63.9
16.0,2,0,1,1,1,33.0,12.0,12.0,17.0,7.0,5.0,2.0,67.4,0.832,1.0,76.3
19.0,1,0,3,2,0,24.0,23.0,15.1,24.0,7.0,4.0,1.0,59.5,0.821,1.0,81.4
17.0,1,1,2,1,4,36.0,12.0,15.2,4.0,3.0,5.0,3.0,80.4,0.598,0.0,76.9
16.0,0,0,3,0,2,16.0,18.0,13.8,28.0,6.0,5.0,0.0,64.9,0.832,0.0,70.5
16.0,0,0,0,1,0,36.0,17.0,16.8,26.0,6.0,3.0,1.0,58.3,0.931,0.0,65.8
23.0,3,0,1,1,2,5.0,30.0,16.1,35.0,5.0,7.0,1.0,64.9,0.81,1.0,82.3
24.0,0,0,0,1,0,9.0,30.0,20.1,40.0,10.0,5.0,0.0,74.6,0.79,0.0,82.8
26.0,2,2,0,2,3,23.0,18.0,25.9,32.0,10.0,3.0,1.0,75.2,0.739,1.0,76.3
23.0,2,0,2,2,1,5.0,25.0,36.3,40.0,7.0,3.0,3.5,52.5,0.692,0.0,76.6
28.0,2,0,0,1,2,32.0,35.0,19.7,47.0,6.0,3.0,3.0,68.1,0.803,0.0,78.6
29.0,1,1,1,0,1,15.0,11.0,5.6,16.0,5.0,1.0,0.0,85.4,0.747,1.0,77.5
29.0,2,0,2,0,4,43.0,30.0,19.9,45.0,10.0,3.0,3.5,56.0,0.936,1.0,90.7
24.0,1,1,1,1,4,10.0,30.0,21.6,34.0,12.0,4.0,2.0,66.7,0.93,1.0,96.2
33.0,2,1,2,2,1,9.0,15.0,13.5,32.0,7.0,4.0,0.0,66.9,1.0,0.0,57.5
24.0,2,0,2,0,1,7.0,9.0,7.0,0.0,7.0,8.0,3.5,63.3,0.785,0.0,70.9
21.0,1,0,1,0,1,8.0,12.0,10.9,28.0,3.0,3.0,1.0,60.4,0.695,0.0,73.8
16.0,0,1,0,2,2,39.0,27.0,7.2,36.0,8.0,2.0,0.0,60.2,0.855,0.0,69.6
21.0,1,1,1,1,1,1.0,11.0,15.5,18.0,6.0,0.0,0.0,65.5,0.876,1.0,81.5
25.0,2,0,1,0,1,25.0,21.0,42.0,22.0,8.0,3.0,0.0,73.8,0.772,1.0,82.8
19.0,2,1,2,1,0,39.0,33.0,25.9,37.0,6.0,8.0,0.0,82.5,1.0,1.0,82.3
17.0,2,1,3,0,4,12.0,21.0,14.8,27.0,6.0,3.0,1.0,80.6,0.935,0.0,75.7
28.0,1,1,1,1,3,36.0,24.0,13.6,22.0,4.0,7.0,1.0,56.2,0.647,0.0,58.2
17.0,4,1,3,2,2,17.0,11.0,9.2,14.0,12.0,2.0,1.0,64.0,0.97,1.0,77.4
27.0,3,0,1,2,4,35.0,25.0,16.1,41.0,3.0,3.0,3.5,73.2,0.837,0.0,70.5
24.0,0,1,2,0,3,24.0,15.0,8.8,7.0,8.0,8.0,1.0,56.8,0.741,0.0,67.8
24.0,3,1,0,1,0,36.0,17.0,10.4,36.0,8.0,5.0,0.0,59.3,0.87,0.0,64.2
27.0,0,0,3,1,1,28.0,9.0,10.2,11.0,7.0,3.0,2.0,44.7,0.876,0.0,66.4
23.0,2,1,1,2,3,23.0,26.0,32.8,36.0,3.0,4.0,2.0,65.9,1.0,0.0,67.9
24.0,2,0,0,2,3,37.0,6.0,29.7,11.0,6.0,4.0,0.0,51.9,0.9,1.0,75.2
19.0,0,1,0,2,1,43.0,24.0,30.7,35.0,7.0,3.0,1.0,73.2,0.923,1.0,97.4
32.0,1,0,1,1,0,51.0,25.0,21.9,34.0,6.0,2.0,2.0,58.6,0.842,0.0,82.8
22.0,1,0,2,1,1,2.0,31.0,20.1,46.0,5.0,9.5,3.0,61.3,1.0,1.0,93.5
35.0,2,0,1,0,2,19.0,14.0,28.7,12.0,4.0,4.0,0.0,56.4,0.681,0.0,79.1
36.0,1,1,3,2,0,19.0,22.0,14.7,42.0,3.0,4.0,1.0,71.4,0.859,0.0,66.4
24.0,1,0,1,2,3,51.0,17.0,5.5,26.0,7.0,2.0,1.0,69.8,0.699,0.0,73.0
23.0,2,1,2,2,1,43.0,6.0,1.0,13.0,9.0,0.0,1.0,47.3,0.566,0.0,53.6
23.0,1,1,3,1,4,23.0,29.0,7.1,59.0,10.0,1.0,2.0,48.4,0.943,1.0,85.0
34.0,1,2,2,2,0,24.0,17.0,18.1,18.0,12.0,2.0,3.0,59.6,1.0,0.0,66.7
21.0,2,1,2,2,4,17.0,14.0,22.0,22.0,7.0,4.0,0.0,74.1,0.89,0.0,87.9
26.0,2,1,1,1,4,24.0,15.0,16.5,33.0,8.0,5.0,1.0,68.3,0.86,0.0,70.9
22.0,1,1,2,0,4,39.0,5.0,18.6,0.0,9.0,2.0,1.0,68.8,0.665,0.0,57.1
18.0,2,0,1,2,2,4.0,5.0,2.4,0.0,9.0,2.0,2.0,61.9,0.746,0.0,60.1
18.0,1,0,1,0,4,5.0,12.0,5.2,6.0,13.0,3.0,1.0,71.5,0.905,0.0,73.4
28.0,3,2,2,2,4,11.0,18.0,19.0,20.0,5.0,2.0,0.0,58.4,0.812,0.0,51.6
26.0,4,1,2,2,1,2.0,28.0,19.2,39.0,5.0,5.0,3.0,78.2,1.0,1.0,88.3
16.0,3,1,0,1,4,35.0,17.0,19.2,17.0,11.0,4.0,0.0,43.9,0.859,0.0,70.1
32.0,0,2,2,2,3,47.0,17.0,15.0,36.0,12.0,4.0,3.5,85.3,1.0,1.0,97.8
23.0,2,0,1,1,0,44.0,23.0,11.4,38.0,5.0,1.0,2.0,81.2,0.774,0.0,82.2
27.0,2,0,2,1,4,14.0,30.0,8.9,34.0,8.0,6.0,3.0,51.5,0.886,0.0,50.4
23.0,2,1,3,1,2,28.0,8.0,12.9,4.0,8.0,3.0,3.0,45.7,0.917,0.0,50.3
32.0,3,1,2,1,4,44.0,37.0,25.6,59.0,8.0,1.0,1.0,71.2,0.885,0.0,75.6
16.0,2,0,0,2,4,33.0,25.0,1.9,22.0,6.0,2.0,1.0,66.9,1.0,0.0,48.0
16.0,4,1,3,0,4,25.0,16.0,11.3,50.0,9.0,1.0,2.0,71.1,0.898,0.0,66.5
24.0,2,2,0,1,1,29.0,10.0,22.5,26.0,5.0,7.0,1.0,68.4,0.833,0.0,69.2
22.0,1,0,2,1,2,39.0,34.0,10.5,42.0,13.0,3.0,1.0,62.5,0.963,0.0,59.1
17.0,2,2,3,1,3,30.0,14.0,35.7,22.0,2.0,4.0,2.0,59.9,0.971,0.0,81.7
24.0,4,1,2,0,2,7.0,25.0,17.8,33.0,9.0,3.0,2.0,86.0,1.0,1.0,93.8
16.0,1,1,2,1,1,37.0,28.0,16.7,24.0,9.0,3.0,3.0,47.4,0.95,1.0,86.9
38.0,3,0,3,1,4,21.0,18.0,16.1,32.0,7.0,6.0,0.0,58.4,0.948,0.0,77.1
19.0,3,1,3,1,1,31.0,10.0,19.5,22.0,5.0,3.0,0.0,63.9,0.82,0.0,63.0
20.0,2,1,2,2,2,5.0,13.0,24.2,31.0,9.0,2.0,3.0,78.8,0.98,0.0,71.0
23.0,3,0,0,2,1,8.0,9.0,21.0,20.0,8.0,1.0,2.0,81.4,0.856,1.0,81.4
24.0,3,1,1,2,2,20.0,22.0,18.0,19.0,10.0,1.0,1.0,80.2,0.945,1.0,83.8
18.0,3,0,0,2,3,31.0,34.0,10.1,55.0,9.0,4.0,1.0,80.6,0.913,1.0,78.7
18.0,3,0,2,0,1,16.0,10.0,5.7,10.0,3.0,2.0,0.0,88.4,0.917,0.0,61.7
17.0,3,0,2,1,0,13.0,20.0,10.9,42.0,3.0,1.0,2.0,61.0,0.767,0.0,62.1
28.0,1,1,2,1,1,44.0,28.0,11.6,39.0,7.0,4.0,3.5,30.250000000000007,1.0,0.0,56.8
26.0,3,0,1,1,0,25.0,17.0,24.0,10.0,5.0,3.0,1.0,75.3,0.748,0.0,68.4
22.0,0,0,0,1,1,29.0,24.0,16.9,39.0,5.0,5.0,2.0,54.7,0.705,0.0,50.5
24.0,3,0,3,2,2,51.0,35.0,13.7,49.0,7.0,5.0,1.0,58.5,0.933,0.0,69.7
25.0,2,0,2,1,0,52.0,11.0,16.1,18.0,14.0,3.0,1.0,62.5,0.751,0.0,66.4
23.0,2,1,2,0,0,5.0,4.0,22.2,12.0,4.0,6.0,1.0,45.5,0.866,0.0,69.1
32.0,1,1,1,0,2,50.0,11.0,23.6,12.0,8.0,5.0,3.5,76.7,0.932,1.0,90.6
24.0,3,0,1,1,2,19.0,11.0,17.0,23.0,5.0,6.0,1.0,68.6,0.776,0.0,72.3
21.0,4,1,2,1,0,6.0,21.0,8.6,39.0,8.0,3.0,0.0,66.9,0.682,0.0,65.8
23.0,0,0,1,0,1,30.0,13.0,14.3,22.0,9.0,3.0,1.0,64.0,0.851,1.0,80.8
25.0,2,0,2,1,4,39.0,26.0,12.3,37.0,7.0,3.0,3.5,75.9,0.951,1.0,88.7
24.0,2,1,2,1,1,52.0,13.0,12.0,8.0,7.0,2.0,3.0,52.2,0.989,0.0,58.8
24.0,3,0,0,1,4,17.0,9.0,27.8,26.0,5.0,5.0,1.0,70.4,0.984,1.0,71.9
37.0,4,2,2,1,2,12.0,14.0,13.6,23.0,4.0,4.0,2.0,74.1,0.929,0.0,82.9
20.0,0,0,0,1,2,8.0,27.0,15.1,34.0,6.0,5.0,0.0,57.0,0.852,0.0,84.6
17.0,2,1,2,2,3,3.0,42.0,36.1,53.0,5.0,3.0,2.0,90.8,0.97,1.0,100.0
18.0,2,1,0,2,2,19.0,13.0,6.9,31.0,4.0,1.0,0.0,56.2,0.649,0.0,54.7
23.0,3,2,1,2,4,40.0,19.0,12.7,28.0,9.0,1.0,0.0,51.1,0.764,0.0,46.5
29.0,2,1,0,0,2,31.0,19.0,15.8,22.0,5.0,2.0,2.0,70.2,0.796,1.0,76.6
24.0,4,0,0,2,1,6.0,13.0,15.7,40.0,7.0,6.0,1.0,73.7,0.722,0.0,77.8
24.0,1,1,2,1,4,24.0,16.0,28.9,30.0,7.0,3.0,0.0,52.0,0.82,0.0,70.2
25.0,3,1,1,1,1,4.0,15.0,29.1,25.0,7.0,4.0,0.0,85.1,0.924,1.0,95.1
38.0,2,1,2,2,4,21.0,14.0,16.1,26.0,8.0,5.0,3.5,82.3,0.655,0.0,74.7
29.0,0,1,2,0,1,3.0,25.0,10.0,48.0,4.0,3.0,3.5,73.3,1.0,1.0,87.5
25.0,2,0,1,1,1,42.0,17.0,14.9,26.0,10.0,2.0,3.0,67.0,0.901,0.0,68.1
31.0,1,1,2,1,1,40.0,12.0,10.4,19.0,4.0,1.0,1.0,78.5,0.981,0.0,64.9
18.0,3,1,1,0,4,47.0,11.0,1.3,10.0,8.0,1.0,0.0,100.0,0.952,0.0,56.3
26.0,1,1,1,2,1,13.0,19.0,9.1,24.0,5.0,3.0,3.5,60.1,0.933,0.0,58.0
35.0,3,1,3,1,4,28.0,10.0,20.2,12.0,4.0,3.0,3.0,56.5,0.613,0.0,67.2
25.0,2,0,0,1,1,12.0,4.0,34.1,7.0,6.0,5.0,0.0,63.6,0.934,0.0,58.7
19.0,0,1,2,2,1,7.0,13.0,15.9,3.0,10.0,5.0,0.0,65.0,0.822,1.0,83.0
21.0,2,1,0,0,0,8.0,12.0,10.3,23.0,7.0,3.0,0.0,52.8,0.948,0.0,65.5
22.0,2,1,3,1,1,23.0,34.0,43.0625,42.0,11.0,9.5,3.0,70.2,1.0,1.0,100.0
21.0,2,2,3,0,4,34.0,14.0,16.7,13.0,7.0,2.0,1.0,81.1,0.785,1.0,75.1
24.0,2,1,2,2,4,8.0,20.0,19.4,23.0,6.0,3.0,1.0,95.5,0.876,1.0,84.5
24.0,1,1,3,1,2,31.0,6.0,23.4,0.0,5.0,5.0,1.0,46.8,0.894,0.0,70.3
16.0,3,1,2,1,0,33.0,26.0,5.6,55.0,7.0,6.0,0.0,52.8,0.549,0.0,65.9
24.0,2,1,3,1,2,5.0,21.0,25.8,24.0,7.0,3.0,3.0,53.2,0.953,1.0,82.0
